"OU";"Name";"Surname";"initials";"givenName";"DisplayName";"SamAccountName";"description";"MemberOf";"Gender";"Species";"physicalDeliveryOfficeName";"OfficePhone";"EmailAddress";"HomePage";"streetAddress";"POBox";"City";"State";"postalCode";"Country";"ChangePasswordAtLogon";"scriptpath";"Homedrive";"homePhone";"pager";"MobilePhone";"info";"title";"department";"departmentNumber";"Organization";"Company";"employeeID";"employeeNumber";"employeeType";"Exchange Alias";"Exchange Mailbox Store";"Instant Messaging Home Server ";"Instant Messaging URL ";"Enabled"
"UGLY";"rotarp";"TARPALS";"";"Roos";"TARPALS, Roos";"rotarp";"The gravelly-voiced patrol chief of Otoh Gunga";"The Phantom Menace";"Male";"Gungan";"";"+1 (176)  106-4897";"roos.tarpals@EguibarIT.com";"http://www.eguibarit.com";"";"97397";"Naboo";"Saskachewan";"WW26-9339";"CA";"0";"";"U:";"";"";"+1 (36)  287-6923";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"361275";"867226";"Broker";"";"";"";"";"1"
"UGLY";"sedug";"DUG";"";"Sebulba";"DUG, Sebulba";"sedug";"Podracing Legend";"The Phantom Menace";"Male";"Dug";"";"+81 (37)  364-6278";"sebulba.dug@EguibarIT.com";"http://www.eguibarit.com";"";"12595";"Malastare";"Tokio";"JO80-516";"JP";"0";"";"U:";"";"";"+81 (283)  548-9341";"Default password is ""P@ssword 123456"" without quotes";"Podracing Pilot";"";"";"";"Redbull Racing Team";"27737";"959045";"Contractor";"";"";"";"";"1"
"UGLY";"ausing";"SING";"";"Aurra";"SING, Aurra";"ausing";"Bounty Hunter";"";"Male";"";"";"+55 (983)  105-4657";"aurra.sing@EguibarIT.com";"http://www.eguibarit.com";"";"31629";"Galactic Republic";"Bahia";"XQ37-3270";"BR";"0";"";"U:";"";"";"+55 (4)  440-4310";"Default password is ""P@ssword 123456"" without quotes";"Bounty Hunter";"";"";"";"Self";"512280";"52355";"Freelance";"";"";"";"";"1"
"UGLY";"bonuco";"NU-COSIAN";"";"Bobbajo";"NU-COSIAN, Bobbajo";"bonuco";"Storyteller and animal smudgler";"";"Male";"";"";"+27 (346)  868-554";"bobbajo.nu-cosian@EguibarIT.com";"http://www.eguibarit.com";"";"40530";"Naboo";"Gauteng";"OE88-8031";"SA";"0";"";"U:";"";"";"+27 (282)  903-1373";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Self";"102746";"366706";"Contractor";"";"";"";"";"1"
"UGLY";"boprin";"PRINDELL";"";"Bollie";"PRINDELL, Bollie";"boprin";"keeping the Resistance?s starfighter squadrons ready for action on short notice.";"";"Male";"";"";"+52 (142)  4-491";"bollie.prindell@EguibarIT.com";"http://www.eguibarit.com";"";"99101";"Earth";"Puebla";"OL44-1256";"MX";"0";"";"U:";"";"";"+52 (776)  796-3596";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"374140";"93491";"Interim";"";"";"";"";"1"
"UGLY";"bolyon";"LYONIE";"";"Boss";"LYONIE, Boss";"bolyon";"Leader of the Gungangs";"";"Male";"";"";"+27 (137)  551-6867";"boss.lyonie@EguibarIT.com";"http://www.eguibarit.com";"";"76098";"Naboo";"Limpopo";"XR28-7434";"SA";"0";"";"U:";"";"";"+27 (580)  421-2891";"Default password is ""P@ssword 123456"" without quotes";"Leader";"Goverment";"";"";"";"44797";"348440";"Permanent";"";"";"";"";"1"
"UGLY";"bonass";"NASS";"";"Boss";"NASS, Boss";"bonass";"Council Head of Otoh Gunga";"";"Male";"";"";"+55 (533)  320-4979";"boss.nass@EguibarIT.com";"http://www.eguibarit.com";"";"50908";"Naboo";"Rio de Janeiro";"JB44-5430";"BR";"0";"";"U:";"";"";"+55 (781)  635-7421";"Default password is ""P@ssword 123456"" without quotes";"Council";"Goverment";"";"";"";"799785";"146498";"Permanent";"";"";"";"";"1"
"UGLY";"elasty";"ASTY";"";"Ello";"ASTY, Ello";"elasty";"known among his fellow Resistance pilots for his superb abilities behind the stick";"";"Male";"";"";"+33 (627)  744-8807";"ello.asty@EguibarIT.com";"http://www.eguibarit.com";"";"15120";"Naboo";"Tolouse";"IR85-5480";"FR";"0";"";"U:";"";"";"+33 (993)  102-7693";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"864840";"658043";"Interim";"";"";"";"";"1"
"UGLY";"marebo";"REBO";"";"Max";"REBO, Max";"marebo";"Intergalactic Musician";"";"Male";"";"";"+27 (150)  829-6630";"max.rebo@EguibarIT.com";"http://www.eguibarit.com";"";"34128";"Tatooine";"Western Cape";"JN77-7516";"SA";"0";"";"U:";"";"";"+27 (712)  693-8126";"Default password is ""P@ssword 123456"" without quotes";"Musician";"";"";"";"Self";"925861";"33922";"Freelance";"";"";"";"";"1"
"UGLY";"ootwi";"TWI'LEK";"";"Oola";"TWI'LEK, Oola";"ootwi";"Intergalactic Dancer";"";"Female";"Human";"";"+55 (491)  133-1429";"oola.twi'lek@EguibarIT.com";"http://www.eguibarit.com";"";"46979";"Tatooine";"Sao Paulo";"CA67-3795";"BR";"0";"";"U:";"";"";"+55 (992)  403-9856";"Default password is ""P@ssword 123456"" without quotes";"Dancer";"";"";"";"Self";"180973";"218291";"Freelance";"";"";"";"";"1"
"UGLY";"sacrum";"CRUMB";"";"Salacius";"CRUMB, Salacius";"sacrum";"Jabba's Pet";"";"Female";"";"";"+34 (867)  630-8553";"salacius.crumb@EguibarIT.com";"http://www.eguibarit.com";"";"78735";"Tatooine";"Valencia";"YY91-4129";"ES";"0";"";"U:";"";"";"+34 (974)  328-5198";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"635091";"906334";"Permanent";"";"";"";"";"1"
"UGLY";"sysnoo";"SNOOTLES";"";"Sy";"SNOOTLES, Sy";"sysnoo";"Intergalactic Musician";"";"Female";"";"";"+33 (114)  922-5351";"sy.snootles@EguibarIT.com";"http://www.eguibarit.com";"";"74710";"Tatooine";"Lyon";"FO48-5398";"FR";"0";"";"U:";"";"";"+33 (220)  703-8775";"Default password is ""P@ssword 123456"" without quotes";"Musician";"";"";"";"Self";"523150";"337759";"Freelance";"";"";"";"";"1"
"UGLY";"alauka";"AUKA";"";"Alcida";"AUKA, Alcida";"alauka";"Alcida-Auka is the matron of the Caretakers on Ahch-To’s sacred island, and oversees their maintenance of the island’s structures, a religious duty that has fallen to them for eons.";"";"Female";"Lanai";"";"";"Alcida.AUKA@EguibarIT.com";"http://www.eguibarit.com";"";"8164";"Ahch-To";"Puebla";"LE80-9121";"MX";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Caretakers";"7951188";"3108085";"Contractor";"";"";"";"";"1"
"UGLY";"bafrik";"FRIK";"";"Babu";"FRIK, Babu";"bafrik";"A tiny droidsmith working among the Spice Runners of Kijimi, the well-regarded Babu Frik can reprogram or modify virtually any droid, regardless of the security measures protecting its systems.";"";"Male";"Runners";"";"";"Babu.FRIK@EguibarIT.com";"http://www.eguibarit.com";"";"60786";"Kijimi";"Saskachewan";"WW26-9339";"CA";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Self";"8599617";"5832434";"Broker";"";"";"";"";"1"
"GOOD";"rotico";"TICO";"";"Rose";"TICO, Rose";"rotico";"A maintenance tech with a talent for tinkering, Rose Tico joined the Resistance with her sister Paige after the First Order devastated her home system. A chance encounter with Finn pushed her onto the front lines of the new galactic civil war – and her sister’s death caused her to redouble her efforts for the Resistance cause.";"The Last Jedi, The Rise of Skywalker";"Female";"Human";"";"";"Rose.TICO@EguibarIT.com";"http://www.eguibarit.com";"";"98343";"";"Saskachewan";"ME80-9061";"CA";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Resistence";"1415990";"4044017";"Freelance";"";"";"";"";"1"
